sound,description,anterior,approximant,atr,back,breathy,centralized,click,consonantal,constricted,continuant,coronal,creaky,distributed,dorsal,glottal,high,labial,laminal,lateral,length,low,nasal,pharyngeal,preaspirated,preglottalized,prenasal,retracted,rhotacized,round,sibilant,sonorant,spread,strident,syllabic,tense,tone_contour,tone_end,tone_level,tone_peak,tone_start,trilled,vibrant,voice
ɯ̽̃,back=1 consonantal=-1 high=1 nasal=1 round=-1 syllabic=1 tense=-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ɯ̽̃ː,back=1 consonantal=-1 high=1 length=1 nasal=1 round=-1 syllabic=1 tense=-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ɰ,approximant=1 consonantal=1 dorsal=1 sonorant=1 syllabic=-1 voice=1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1
ɱ,consonantal=1 labial=1 nasal=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ɱ̊,consonantal=1 labial=1 nasal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ɱ̥,consonantal=1 labial=1 nasal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ɲ,consonantal=1 coronal=1 nasal=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ɲː,consonantal=1 coronal=1 length=1 nasal=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ɲ̊,consonantal=1 coronal=1 nasal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ɲ̍,consonantal=1 coronal=1 nasal=1 syllabic=1 voice=1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ɲ̥,consonantal=1 coronal=1 nasal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ɲ̩,consonantal=1 coronal=1 nasal=1 syllabic=1 voice=1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ɳ,consonantal=1 coronal=1 distributed=-1 nasal=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ɳ̊,consonantal=1 coronal=1 distributed=-1 nasal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ɳ̍,consonantal=1 coronal=1 distributed=-1 nasal=1 syllabic=1 voice=1,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ɳ̥,consonantal=1 coronal=1 distributed=-1 nasal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ɳ̩,consonantal=1 coronal=1 distributed=-1 nasal=1 syllabic=1 voice=1,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ɴ,consonantal=1 dorsal=1 nasal=1 pharyngeal=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ɴ̥,consonantal=1 dorsal=1 nasal=1 pharyngeal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ɴ̩,consonantal=1 dorsal=1 nasal=1 pharyngeal=1 syllabic=1 voice=1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ɵ,centralized=1 consonantal=-1 high=1 low=-1 round=1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɵː,centralized=1 consonantal=-1 high=1 length=1 low=-1 round=1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɵ̃,centralized=1 consonantal=-1 high=1 low=-1 nasal=1 round=1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɵ̃ː,centralized=1 consonantal=-1 high=1 length=1 low=-1 nasal=1 round=1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɵ̞,centralized=1 consonantal=-1 high=0 low=0 round=1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɵ̞ː,centralized=1 consonantal=-1 high=0 length=1 low=0 round=1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɵ̞̃,centralized=1 consonantal=-1 high=0 low=0 nasal=1 round=1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɵ̞̃ː,centralized=1 consonantal=-1 high=0 length=1 low=0 nasal=1 round=1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɶ,back=-1 consonantal=-1 low=1 round=1 syllabic=1 tense=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɶː,back=-1 consonantal=-1 length=1 low=1 round=1 syllabic=1 tense=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɶ̃,back=-1 consonantal=-1 low=1 nasal=1 round=1 syllabic=1 tense=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɶ̃ː,back=-1 consonantal=-1 length=1 low=1 nasal=1 round=1 syllabic=1 tense=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɸ,anterior=1 consonantal=1 continuant=1 labial=1 sonorant=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ɹ,anterior=1 approximant=1 consonantal=1 coronal=1 distributed=-1 sonorant=1 syllabic=-1 voice=1,1,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1
ɹ̠,approximant=1 consonantal=1 coronal=1 distributed=1 sonorant=1 syllabic=-1 voice=1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1
ɹ̠˔,consonantal=1 continuant=1 coronal=1 distributed=1 sonorant=-1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ɹ̠̊˔,consonantal=1 continuant=1 coronal=1 distributed=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ɹ̩,anterior=1 approximant=1 consonantal=1 coronal=1 distributed=-1 sonorant=1 syllabic=1 voice=1,1,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ɹ̪,anterior=1 approximant=1 consonantal=1 coronal=1 distributed=1 sonorant=1 syllabic=-1 voice=1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1
ɺ,anterior=1 consonantal=1 coronal=1 distributed=-1 lateral=1 syllabic=-1 vibrant=1 voice=1,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
ɺ̣,consonantal=1 coronal=1 distributed=-1 lateral=1 syllabic=-1 vibrant=1 voice=1,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
ɺ̪̪,anterior=1 consonantal=1 coronal=1 distributed=1 lateral=1 syllabic=-1 vibrant=1 voice=1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
ɻ,approximant=1 consonantal=1 coronal=1 distributed=-1 sonorant=1 syllabic=-1 voice=1,0,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1
ɻ̝,consonantal=1 continuant=1 coronal=1 distributed=-1 sonorant=-1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ɻ̝̊,consonantal=1 continuant=1 coronal=1 distributed=-1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ɻ̥,approximant=1 consonantal=1 coronal=1 distributed=-1 sonorant=1 syllabic=-1 voice=-1,0,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1
ɽ,consonantal=1 coronal=1 distributed=-1 syllabic=-1 vibrant=1 voice=1,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
ɽʱ,breathy=1 consonantal=1 coronal=1 distributed=-1 syllabic=-1 vibrant=1 voice=1,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
ɽ̈,breathy=1 consonantal=1 coronal=1 distributed=-1 syllabic=-1 vibrant=1 voice=1,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
ɾ,anterior=1 consonantal=1 coronal=1 distributed=-1 syllabic=-1 vibrant=1 voice=1,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
ɾ̥,anterior=1 consonantal=1 coronal=1 distributed=-1 syllabic=-1 vibrant=1 voice=-1,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1
ɾ̪,anterior=1 consonantal=1 coronal=1 distributed=1 syllabic=-1 vibrant=1 voice=1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
ɾ̼,consonantal=1 coronal=1 labial=1 syllabic=-1 vibrant=1 voice=1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
ɿ,back=1 consonantal=-1 high=1 round=-1 strident=1 syllabic=1 tense=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
ʀ,consonantal=1 dorsal=1 pharyngeal=1 syllabic=-1 trilled=1 vibrant=1 voice=1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,1
ʀ̥,consonantal=1 dorsal=1 pharyngeal=1 syllabic=-1 trilled=1 vibrant=1 voice=-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,-1
ʁ,consonantal=1 continuant=1 dorsal=1 pharyngeal=1 sonorant=-1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ʁ̞,approximant=1 consonantal=1 dorsal=1 pharyngeal=1 sonorant=1 syllabic=-1 voice=1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1
ʁ̥,consonantal=1 continuant=1 dorsal=1 pharyngeal=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ʂ,consonantal=1 continuant=1 coronal=1 distributed=-1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ʃ,consonantal=1 continuant=1 coronal=1 distributed=1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ʃʲ,atr=1 consonantal=1 continuant=1 distributed=1 dorsal=1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ʃʼ,consonantal=1 constricted=1 continuant=1 coronal=1 distributed=1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ʃːː,consonantal=1 continuant=1 coronal=1 distributed=1 length=2 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ʃ̫,atr=-1 consonantal=1 continuant=1 coronal=1 distributed=1 sibilant=1 sonorant=-1 strident=1 syllabic=-1 voice=-1,0,0,-1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,-1
ʄ,consonantal=1 constricted=1 coronal=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ʅ,centralized=1 consonantal=-1 high=1 round=-1 strident=1 syllabic=1 tense=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
ʆ,atr=1 consonantal=1 continuant=1 distributed=1 dorsal=1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ʇ̼,click=1 consonantal=1 continuant=-1 coronal=1 labial=1 sonorant=-1 syllabic=-1 voice=1,0,0,0,0,0,0,1,1,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ʈ,consonantal=1 continuant=-1 coronal=1 distributed=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ʈɻ̝̊,consonantal=1 continuant=-1 coronal=1 distributed=-1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1
ʈʂ,consonantal=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
ʈʂʰ,consonantal=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 spread=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,-1
ʈʂʼ,consonantal=1 constricted=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
ʈʰ,consonantal=1 continuant=-1 coronal=1 distributed=-1 spread=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1
ʈʰː,consonantal=1 continuant=-1 coronal=1 distributed=-1 length=1 spread=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1
ʈːʰ,consonantal=1 continuant=-1 coronal=1 distributed=-1 length=1 spread=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1
ʈ̬,consonantal=1 continuant=-1 coronal=1 distributed=-1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ʈθ̣,consonantal=1 continuant=-1 coronal=1 distributed=-1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1
ʈᶳ,consonantal=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1
ʉ,centralized=1 consonantal=-1 high=1 round=1 syllabic=1 tense=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ʉː,centralized=1 consonantal=-1 high=1 length=1 round=1 syllabic=1 tense=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ʉ̃,centralized=1 consonantal=-1 high=1 nasal=1 round=1 syllabic=1 tense=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ʉ̃ː,centralized=1 consonantal=-1 high=1 length=1 nasal=1 round=1 syllabic=1 tense=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ʉ̰,centralized=1 consonantal=-1 creaky=1 high=1 round=1 syllabic=1 tense=1,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ʊ,back=1 consonantal=-1 high=1 round=1 syllabic=1 tense=-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ʊː,back=1 consonantal=-1 high=1 length=1 round=1 syllabic=1 tense=-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ʊ̃,back=1 consonantal=-1 high=1 nasal=1 round=1 syllabic=1 tense=-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ʊ̃ː,back=1 consonantal=-1 high=1 length=1 nasal=1 round=1 syllabic=1 tense=-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ʊ̈,centralized=1 consonantal=-1 high=1 round=1 syllabic=1 tense=-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ʊ̈ː,centralized=1 consonantal=-1 high=1 length=1 round=1 syllabic=1 tense=-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ʊ̈̃,centralized=1 consonantal=-1 high=1 nasal=1 round=1 syllabic=1 tense=-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ʊ̈̃ː,centralized=1 consonantal=-1 high=1 length=1 nasal=1 round=1 syllabic=1 tense=-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ʊ̥,back=1 consonantal=-1 high=1 round=1 syllabic=1 tense=-1 voice=-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1
ʊ̯,back=1 consonantal=-1 high=1 round=1 syllabic=-1 tense=-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
ʊ̰,back=1 consonantal=-1 creaky=1 high=1 round=1 syllabic=1 tense=-1,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ʋ,approximant=1 consonantal=1 labial=1 sonorant=1 syllabic=-1 voice=1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1
ʌ,back=1 consonantal=-1 high=-1 low=1 round=-1 syllabic=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ʌː,back=1 consonantal=-1 high=-1 length=1 low=1 round=-1 syllabic=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ʌ̃,back=1 consonantal=-1 high=-1 low=1 nasal=1 round=-1 syllabic=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
